StatisticalCode,Unit,Goods,Rate#,ReferenceNumber,Tariffconcessionorders
,,CARBONATES; PEROXOCARBONATES (PERCARBONATES); COMMERCIAL AMMONIUM CARBONATE CONTAINING AMMONIUM CARBAMATE:,,,
26,kg,Disodium carbonate,5% DCS:2.5%,2836.20.00,
27,kg,Sodium hydrogencarbonate (sodium bicarbonate),Free,2836.30.00,
28,kg,Potassium carbonates,Free,2836.40.00,
29,kg,Calcium carbonate,Free,2836.50.00,
30,kg,Barium carbonate,Free,2836.60.00,
,,Other:,,2836.9,
2,kg,Lithium carbonates,Free,2836.91.00,
3,kg,Strontium carbonate,Free,2836.92.00,
6,kg,Other,Free,2836.99.00,
,,"CYANIDES, CYANIDE OXIDES AND COMPLEX CYANIDES:",,2837,
,,Cyanides and cyanide oxides:,,2837.1,
,,Of sodium,Free,2837.11.00,
35,kg,Sodium cyanide (CAS 143  33  9),,,
90,kg,Other,,,
,,Other,Free,2837.19.00,
45,kg,Potassium cyanide (CAS 151  50  8),,,
95,kg,Other,,,
30,kg,Complex cyanides,Free,2837.20.00,
,,SILICATES; COMMERCIAL ALKALI METAL SILICATES:,,2839,
,,Of sodium:,,2839.1,
10,t,Sodium metasilicates,Free,2839.11.00,
11,kg,Other,Free,2839.19.00,
12,kg,Other,Free,2839.90.00,
,,BORATES; PEROXOBORATES (PERBORATES):,,2840,
,,Disodium tetraborate (refined borax):,,2840.1,
14,kg,Anhydrous,Free,2840.11.00,
15,kg,Other,Free,2840.19.00,
16,kg,Other borates,Free,2840.20.00,
7,kg,Peroxoborates (perborates),5%,2840.30.00,
,,SALTS OF OXOMETALLIC OR PEROXOMETALLIC ACIDS:,,2841,
20,kg,Sodium dichromate,Free,2841.30.00,
,,Other chromates and dichromates; peroxochromates:,,2841.5,
41,kg,"Goods, as follows: (a) chromates of zinc or of lead;(b) potassium dichromate",Free,2841.50.20,
46,kg,Other,5%,2841.50.90,
,,"Manganites, manganates and permanganates:",,2841.6,
36,kg,Potassium permanganate,Free,2841.61.00,
37,kg,Other,Free,2841.69.00,
25,kg,Molybdates,Free,2841.70.00,
26,kg,Tungstates (wolframates),Free,2841.80.00,
,,Other:,,2841.9,
28,kg,Aluminates,5%,2841.90.10,
29,kg,Other,Free,2841.90.90,
,,"OTHER SALTS OF INORGANIC ACIDS OR PEROXOACIDS (INCLUDING ALUMINOSILICATES WHETHER OR NOT CHEMICALLY DEFINED), OTHER THAN AZIDES:",,2842,
,,"Double or complex silicates, including aluminosilicates whether or not chemically defined:",,2842.1,
48,kg,"Aluminosilicates, not chemically defined",5%,2842.10.10,
50,kg,Other,Free,2842.10.90,
51,kg,Other,Free,2842.90.00,
,,"COLLOIDAL PRECIOUS METALS; INORGANIC OR ORGANIC COMPOUNDS OF PRECIOUS METALS, WHETHER OR NOT CHEMICALLY DEFINED; AMALGAMS OF PRECIOUS METALS:",,,
30,g,Colloidal precious metals,Free,2843.10.00,
,,Silver compounds:,,2843.2,
1,g,Silver nitrate,Free,2843.21.00,
2,g,Other,Free,2843.29.00,
3,g,Gold compounds,Free,2843.30.00,
90,g,Other compounds; amalgams,Free,2843.90.00,
,,RADIOACTIVE CHEMICAL ELEMENTS AND RADIOACTIVE ISOTOPES (INCLUDING THE FISSILE OR FERTILE CHEMICAL ELEMENTS AND ISOTOPES) AND THEIR COMPOUNDS; MIXTURES AND RESIDUES CONTAINING THESE PRODUCTS:,,2844,
5,kg,"Natural uranium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds",Free,2844.10.00,
6,kg,"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium enriched in U235, plutonium or compounds of these products",Free,2844.20.00,
7,kg,"Uranium depleted in U235 and its compounds; thorium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium depleted in U235, thorium or compounds of these products",Free,2844.30.00,
,,"Radioactive elements and isotopes and compounds other than those of 28441000, 28442000 or 28443000; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues:",,2844.4,
51,kg,"Tritium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing tritium or its compounds",Free,2844.41.00,
52,kg,"Actinium225, actinium227, californium253, curium240, curium241, curium242, curium243, curium244, einsteinium253, einsteinium254, gadolinium148, polonium208, polonium209, polonium210, radium223, uranium230 or uranium232, and their compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements or compounds",Free,2844.42.00,
53,kg,"Other radioactive elements and isotopes and compounds; other alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds",Free,2844.43.00,
54,kg,Radioactive residues,Free,2844.44.00,
9,kg,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,Free,2844.50.00,
,,"ISOTOPES OTHER THAN THOSE OF 2844; COMPOUNDS, INORGANIC OR ORGANIC, OF SUCH ISOTOPES, WHETHER OR NOT CHEMICALLY DEFINED:",,2845,
10,kg,Heavy water (deuterium oxide),Free,2845.10.00,
20,kg,Boron enriched in boron10 and its compounds,Free,2845.20.00,
30,kg,Lithium enriched in lithium6 and its compounds,Free,2845.30.00,
40,kg,Helium3,Free,2845.40.00,
90,kg,Other,Free,2845.90.00,
,,"COMPOUNDS, INORGANIC OR ORGANIC, OF RARE  EARTH METALS, OF YTTRIUM OR OF SCANDIUM OR OF MIXTURES OF THESE METALS:",,2846,
12,kg,Cerium compounds,Free,2846.10.00,
13,kg,Other,Free,2846.90.00,
14,t,"HYDROGEN PEROXIDE, WHETHER OR NOT SOLIDIFIED WITH UREA",5%,2847.00.00,
,,"CARBIDES, WHETHER OR NOT CHEMICALLY DEFINED:",,2849,
17,t,Of calcium,Free,2849.10.00,
18,kg,Of silicon,Free,2849.20.00,
16,kg,Other,Free,2849.90.00,
21,kg,"HYDRIDES, NITRIDES, AZIDES, SILICIDES AND BORIDES, WHETHER OR NOT CHEMICALLY DEFINED, OTHER THAN COMPOUNDS WHICH ARE ALSO CARBIDES OF 2849",Free,2850.00.00,
,,"INORGANIC OR ORGANIC COMPOUNDS OF MERCURY, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING AMALGAMS:",,2852.1,
,,Chemically defined:,,2852.1,
40,kg,"Compounds of mercury, as follows: aluminates; chromates, dichromates or peroxochromates; goods of 29319010; goods of 29375010; peroxoborates (perborates); salts of the carboxylic acids of 29157000, 29159000, 29161500, 29161910 or 29189; salts and derivatives of the carboxylic acids of 29173, but not including salts of terephthalic acid; toluidine derivatives containing fluoro, nitro or propyl groups ij unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use",5%,2852.10.10,
41,kg,"Compounds of mercury, as follows: salts and derivatives of acyclic monoamines of 29211; salts of acetic acid; salts of triethanolamine",5% CA:Free,2852.10.20,
42,kg,Other,Free,2852.10.90,
,,Other:,,2852.9,
45,kg,"Compounds of mercury, as follows: polysulphides; polyphosphates; phosphides; carbides; hydrides; azides; nitrides; silicides;ij borides; salts of nucleic acids; water insoluble salts of naphthenic acids;tannates and other tannin derivatives; caseinates and other casein derivatives; albuminates and other albumin derivatives peptonates, peptone derivatives and other protein substances",Free,2852.90.10,
49,kg,"Other, including aluminosilicates",5%,2852.90.90,
,,"PHOSPHIDES, WHETHER OR NOT CHEMICALLY DEFINED, EXCLUDING FERROPHOSPHOUROUS; OTHER INORGANIC COMPOUNDS (INCLUDING DISTILLED OR CONDUCTIVITY WATER AND WATER OF SIMILAR PURITY); LIQUID AIR (WHETHER OR NOT RARE GASES HAVE BEEN REMOVED); COMPRESSED AIR; AMALGAMS, OTHER THAN AMALGAMS OF PRECIOUS METALS:",,,
32,kg,Cyanogen chloride (chlorcyan),Free,2853.10.00,
33,kg,Other,Free,2853.90.00,
,,ACYCLIC HYDROCARBONS:,,2901,
1,kg,Saturated,Free,2901.10.00,
,,Unsaturated:,,2901.2,
2,kg,  Ethylene,Free,2901.21.00,
3,kg,Propene (propylene),Free,2901.22.00,
4,t,Butene (butylene) and isomers thereof,Free,2901.23.00,
5,t,"Buta  1,3  diene and isoprene",Free,2901.24.00,
6,kg,Other,Free,2901.29.00,
,,CYCLIC HYDROCARBONS:,,2902,
,,"Cyclanes, cyclenes and cycloterpenes:",,2902.1,
7,kg,Cyclohexane,Free,2902.11.00,
8,kg,Other,Free,2902.19.00,
70,L,Benzene,$0.508/L NZ/PG/FI/DC/LDC: $0.508/L,2902.20.00,
71,L,Toluene,$0.508/L NZ/PG/FI/DC/LDC: $0.508/L,2902.30.00,
,,Xylenes:,,2902.4,
72,L,o  Xylene,$0.508/L NZ/PG/FI/DC/LDC: $0.508/L,2902.41.00,
73,L,m  Xylene,$0.508/L NZ/PG/FI/DC/LDC: $0.508/L,2902.42.00,
74,L,p  Xylene,$0.508/L NZ/PG/FI/DC/LDC: $0.508/L,2902.43.00,
75,L,Mixed xylene isomers,$0.508/L NZ/PG/FI/DC/LDC: $0.508/L,2902.44.00,
15,kg,Styrene,5%,2902.50.00,
16,kg,Ethylbenzene,Free,2902.60.00,
17,kg,Cumene,Free,2902.70.00,
18,kg,Other,Free,2902.90.00,
,,HALOGENATED DERIVATIVES OF HYDROCARBONS:,,2903,
,,Saturated chlorinated derivatives of acyclic hydrocarbons:,,2903.1,
19,kg,Chloromethane (methyl chloride) and chloroethane (ethyl chloride),Free,2903.11.00,
20,t,Dichloromethane (methylene chloride),Free,2903.12.00,
21,L,Chloroform (trichloromethane),Free,2903.13.00,
22,t,Carbon tetrachloride,Free,2903.14.00,
23,kg,"Ethylene dichloride (ISO) (1,2  dichloroethane)",Free,2903.15.00,
,,Other,Free,2903.19.00,
4,kg,"1,1,1  Trichloroethane (methyl chloroform)",,,
5,kg,Other,,2903,
,,Unsaturated chlorinated derivatives of acyclic hydrocarbons:,,2903.2,
27,kg,Vinyl chloride (chloroethylene),Free,2903.21.00,
28,t,Trichloroethylene,Free,2903.22.00,
29,kg,Tetrachloroethylene (perchloroethylene),Free,2903.23.00,
30,kg,Other,Free,2903.29.00,
,,Saturated fluorinated derivatives of acyclic hydrocarbons:,,2903.4,
1,kg,Trifluoromethane (HFC23),Free,2903.41.00,
2,kg,Difluoromethane (HFC32),Free,2903.42.00,
3,kg,"Fluoromethane (HFC41), 1,2difluoroethane (HFC152) and 1,1difluoroethane (HFC152a)",Free,2903.43.00,
4,kg,"Pentafluoroethane (HFC125), 1,1,1trifluoroethane (HFC143a) and 1,1,2trifluoroethane (HFC143)",Free,2903.44.00,
5,kg,"1,1,1,2Tetrafluoroethane (HFC134a) and 1,1,2,2tetrafluoroethane (HFC134)",Free,2903.45.00,
6,kg,"1,1,1,2,3,3,3Heptafluoropropane (HFC227ea), 1,1,1,2,2,3hexafluoropropane (HFC236cb), 1,1,1,2,3,3hexafluoropropane (HFC236ea) and 1,1,1,3,3,3hexafluoropropane (HFC236fa)",Free,2903.46.00,
7,kg,"1,1,1,3,3Pentafluoropropane (HFC245fa) and 1,1,2,2,3pentafluoropropane (HFC245ca)",Free,2903.47.00,
8,kg,"1,1,1,3,3Pentafluorobutane (HFC365mfc) and 1,1,1,2,2,3,4,5,5,5decafluoropentane (HFC4310mee)",Free,2903.48.00,
9,kg,Other,Free,2903.49.00,
,,Unsaturated fluorinated derivatives of acyclic hydrocarbons:,,2903.5,
11,kg,"2,3,3,3Tetrafluoropropene (HFO1234yf), 1,3,3,3tetrafluoropropene (HFO1234ze) and (Z)1,1,1,4,4,4hexafluoro2butene (HFO1336mzz)",Free,2903.51.00,
,,Other,Free,2903.59.00,
12,kg,"1,1,3,3,3  Pentafluoro  2  (trifluoromethyl)  prop  1  ene (CAS 382  21  8)",,2903,
20,kg,Other,,,
,,Brominated or iodinated derivatives of acyclic hydrocarbons:,,2903.6,
21,kg,Methyl bromide (bromomethane),Free,2903.61.00,
22,kg,"Ethylene dibromide (ISO) (1,2dibromoethane)",Free,2903.62.00,
30,kg,Other,Free,2903.69.00,
,,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:,,2903.7,
50,kg,Chlorodifluoromethane (HCFC  22),5%,2903.71.00,
51,kg,Dichlorotrifluoroethanes (HCFC  123),5%,2903.72.00,
,,"Dichlorofluoroethanes (HCFC  141, 141b)",5%,2903.73.00,
52,kg,"1,1  Dichloro  1  fluoroethane (HCFC 141b) (CAS 1717  00  6)",,,
53,kg,Other dichlorofluoroethanes,,2903.7,
54,kg,"Chlorodifluoroethanes (HCFC  142, 142b)",5%,2903.74.00,
55,kg,"Dichloropentafluoropropanes (HCFC  225, 225ca, 225cb)",5%,2903.75.00,
56,kg,"Bromochlorodifluoromethane (Halon  1211), bromotrifluoromethane (Halon  1301) and dibromotetrafluoroethanes (Halon  2402)",Free,2903.76.00,
,,"Other, perhalogenated only with fluorine and chlorine",Free,2903.77.00,
60,kg,"Trichlorofluoromethane, dichlorodifluoromethane, trichlorotrifluoroethanes, dichlorotetrafluoroethanes, and chloropentafluoroethane",,,
61,kg,Chlorotrifluoromethane,,,
62,kg,Pentachlorofluoroethane,,,
63,kg,Tetrachlorodifluoroethanes,,,
64,kg,Heptachlorofluoropropanes,,,
65,kg,Hexachlorodifluoropropanes,,,
66,kg,Pentachlorotrifluoropropanes,,,
67,kg,Tetrachlorotetrafluoropropanes,,,
68,kg,Trichloropentafluoropropanes,,,
69,kg,Dichlorohexafluoropropanes,,,
70,kg,Chloroheptafluoropropanes,,,
71,kg,Other,,,
72,kg,Other perhalogenated derivatives,Free,2903.78.00,
,,Other:,,,
,,Other chlorofluorinated derivatives,5%,2903.79.10,
80,kg,Chlorotetrafluoroethanes,,,
81,kg,"Other derivatives of methane, ethane or propane halogenated only with fluorine and chlorine",,,
82,kg,Other,,,
,,Other,Free,2903.79.90,
83,kg,"Derivatives of methane, ethane or propane halogenated only with fluorine and bromine",,,
84,kg,Other,,2903,
,,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons:",,2903.8,
85,kg,"1,2,3,4,5,6  Hexachlorocyclohexane (HCH (ISO)), including lindane (ISO, INN)",Free,2903.81.00,
86,kg,"Aldrin (ISO), chlordane (ISO) and heptachlor (ISO)",Free,2903.82.00,
88,kg,Mirex (ISO),Free,2903.83.00,
89,kg,Other,Free,2903.89.00,
,,Halogenated derivatives of aromatic hydrocarbons:,,2903.9,
90,kg,"Chlorobenzene, o  dichlorobenzene and p  dichlorobenzene",5% CA:Free,2903.91.00,
91,kg,"Hexachlorobenzene (ISO) and DDT (ISO)(clofenotane (INN), 1,1,1  trichloro  2,2  bis(p  chlorophenyl)ethane)",Free,2903.92.00,
93,kg,Pentachlorobenzene (ISO),Free,2903.93.00,
94,kg,Hexabromobiphenyls,Free,2903.94.00,
95,kg,Other,Free,2903.99.00,
,,"SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF HYDROCARBONS, WHETHER OR NOT HALOGENATED:",,2904,
35,kg,"Derivatives containing only sulpho groups, their salts and ethyl esters",Free,2904.10.00,
36,kg,Derivatives containing only nitro or only nitroso groups,Free,2904.20.00,
,,"Perfluorooctane sulphonic acid, its salts and perfluorooctane sulphonyl fluoride:",,2904.3,
4,kg,Perfluorooctane sulphonic acid,Free,2904.31.00,
5,kg,Ammonium perfluorooctane sulphonate,Free,2904.32.00,
8,kg,Lithium perfluorooctane sulphonate,Free,2904.33.00,
9,kg,Potassium perfluorooctane sulphonate,Free,2904.34.00,
11,kg,Other salts of perfluorooctane sulphonic acid,Free,2904.35.00,
16,kg,Perfluorooctane sulphonyl fluoride,Free,2904.36.00,
,,Other:,,2904.9,
73,kg,Trichloronitromethane (chloropicrin),Free,2904.91.00,
74,kg,Other,Free,2904.99.00,
,,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES:",,2905,
,,Saturated monohydric alcohols:,,2905.1,
12,L,Methanol (methyl alcohol),Free,2905.11.00,
13,L,Propan  1  ol (propyl alcohol) and propan  2  ol (isopropyl alcohol),Free,2905.12.00,
14,kg,Butan  1  ol (n  butyl alcohol),5%,2905.13.00,
15,kg,Other butanols,Free,2905.14.00,
17,L,Octanol (octyl alcohol) and isomers thereof,5%,2905.16.00,
38,kg,"Dodecan  1  ol (lauryl alcohol), hexadecan  1  ol (cetyl alcohol) and octadecan  1  ol (stearyl alcohol)",Free,2905.17.00,
,,Other:,,2905.19,
19,kg,"Goods, as follows: 4  methylpentan  2  ol;primary alcohols containing not less than 6 carbon atoms",5%,2905.19.10,
,,Other,Free,2905.19.90,
52,kg,"3,3  Dimethylbutan  2  ol (pinacolyl alcohol) (CAS 46–07–3)",,,
54,kg,Other,,,
,,Unsaturated monohydric alcohols:,,2905.2,
1,kg,Acyclic terpene alcohols,Free,2905.22.00,
1,kg,Other,Free,2905.29.00,
,,Diols:,,2905.3,
25,kg,Ethylene glycol (ethanediol),5%,2905.31.00,
26,kg,"Propylene glycol (propane  1,2  diol)",5%,2905.32.00,
27,kg,Other,Free,2905.39.00,
,,Other polyhydric alcohols:,,2905.4,
47,kg,"2  Ethyl  2  (hydroxymethyl)propane  1,3  diol (trimethylolpropane)",Free,2905.41.00,
29,kg,Pentaerythritol,Free,2905.42.00,
30,kg,Mannitol,Free,2905.43.00,
33,kg,D  glucitol (sorbitol),5%,2905.44.00,
51,t,Glycerol,5% DCS:4% DCT:5%,2905.45.00,
48,kg,Other,Free,2905.49.00,
,,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols:",,2905.5,
55,kg,Ethchlorvynol (INN),Free,2905.51.00,
,,Other,Free,2905.59.00,
62,kg,2  Chloroethanol (CAS 107  07  3),,,
90,kg,Other,,,
,,"CYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES:",,2906,
,,"Cyclanic, cyclenic or cycloterpenic:",,2906.1,
1,kg,Menthol,Free,2906.11.00,
2,kg,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",Free,2906.12.00,
3,kg,Sterols and inositols,Free,2906.13.00,
10,kg,Other,Free,2906.19.00,
,,Aromatic:,,2906.2,
6,kg,Benzyl alcohol,Free,2906.21.00,
7,kg,Other,Free,2906.29.00,
,,PHENOLS; PHENOL  ALCOHOLS:,,2907,
,,Monophenols:,,2907.1,
8,kg,Phenol (hydroxybenzene) and its salts,5%,2907.11.00,
9,kg,Cresols and their salts,Free,2907.12.00,
38,kg,"Octylphenol, nonylphenol and their isomers; salts thereof",Free,2907.13.00,
12,kg,Naphthols and their salts,Free,2907.15.00,
21,kg,Other,Free,2907.19.00,
,,Polyphenols; phenol  alcohols:,,2907.2,
14,kg,Resorcinol and its salts,Free,2907.21.00,
43,kg,Hydroquinone (quinol) and its salts,Free,2907.22.00,
16,kg,"4,4'  Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",Free,2907.23.00,
20,kg,Other,Free,2907.29.00,
,,"HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF PHENOLS OR PHENOL  ALCOHOLS:",,2908,
,,Derivatives containing only halogen substituents and their salts:,,2908.1,
1,kg,Pentachlorophenol (ISO),Free,2908.11.00,
,,Other,Free,2908.19.00,
6,kg,Salts of pentachlorophenol,,,
7,kg,Other,,,
,,Other:,,2908.9,
3,kg,Dinoseb (ISO) and its salts,Free,2908.91.00,
6,kg,"4,6  Dinitro  o  cresol (DNOC (ISO)) and its salts",Free,2908.92.00,
8,kg,Other,Free,2908.99.00,
,,"ETHERS, ETHER  ALCOHOLS, ETHER  PHENOLS, ETHER  ALCOHOL  PHENOLS, ALCOHOL PEROXIDES, ETHER PEROXIDES, ACETAL AND HEMIACETAL PEROXIDES, KETONE PEROXIDES (WHETHER OR NOT CHEMICALLY DEFINED), AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES:",,2909,
,,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives:",,2909.1,
22,kg,Diethyl ether,Free,2909.11.00,
23,kg,Other,Free,2909.19.00,
24,kg,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",Free,2909.20.00,
25,kg,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",Free,2909.30.00,
,,"Ether  alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives:",,2909.4,
26,kg,"2,2'  Oxydiethanol (diethylene glycol, digol)",5%,2909.41.00,
47,kg,Monobutyl ethers of ethylene glycol or of diethylene glycol,5%,2909.43.00,
48,kg,Other monoalkylethers of ethylene glycol or of diethylene glycol,5%,2909.44.00,
31,kg,Other,5%,2909.49.00,
,,"Ether  phenols, ether  alcohol  phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives:",,2909.5,
32,kg,Ethylene oxide derivatives,5%,2909.50.10,
33,kg,Other,Free,2909.50.90,
,,"Alcohol peroxides, ether peroxides, acetal and hemiacetal peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives:",,2909.6,
36,kg,"Goods, as follows: ethylene oxide derivatives;di  t  butyl peroxide;ethyl methyl ketone peroxide; t  butyl hydroperoxide",5%,2909.60.10,
90,kg,Other,Free,2909.60.90,
,,"EPOXIDES, EPOXYALCOHOLS, EPOXYPHENOLS AND EPOXYETHERS, WITH A THREE  MEMBERED RING, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES:",,2910,
1,kg,Oxirane (ethylene oxide),Free,2910.10.00,
2,kg,Methyloxirane (propylene oxide),Free,2910.20.00,
3,kg,"1  Chloro  2,3  epoxypropane (epichlorohydrin)",Free,2910.30.00,
5,kg,"Dieldrin (ISO, INN)",Free,2910.40.00,
6,kg,Endrin (ISO),Free,2910.50.00,
9,kg,Other,Free,2910.90.00,
10,kg,"ACETALS AND HEMIACETALS, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES",Free,2911.00.00,
,,"ALDEHYDES, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION; CYCLIC POLYMERS OF ALDEHYDES; PARAFORMALDEHYDE:",,2912,
,,Acyclic aldehydes without other oxygen function:,,2912.1,
39,kg,Methanal (formaldehyde),5%,2912.11.00,
40,kg,Ethanal (acetaldehyde),5%,2912.12.00,
41,kg,Other,Free,2912.19.00,
,,Cyclic aldehydes without other oxygen function:,,2912,
43,kg,Benzaldehyde,Free,2912.21.00,
44,kg,Other,Free,2912.29.00,
,,"Aldehyde  alcohols, aldehyde  ethers, aldehyde  phenols and aldehydes with other oxygen function:",,2912.4,
23,kg,Vanillin (4  hydroxy  3  methoxybenzaldehyde),Free,2912.41.00,
24,kg,Ethylvanillin (3  ethoxy  4  hydroxybenzaldehyde),Free,2912.42.00,
25,..,Other,Free,2912.49.00,
16,..,Cyclic polymers of aldehydes,Free,2912.50.00,
17,kg,Paraformaldehyde,5%,2912.60.00,
18,..,"HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF PRODUCTS OF 2912",Free,2913.00.00,
,,"KETONES AND QUINONES, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES:",,2914,
,,Acyclic ketones without other oxygen function:,,2914.1,
19,kg,Acetone,5%,2914.11.00,
20,kg,Butanone (methyl ethyl ketone),Free,2914.12.00,
36,kg,4  Methylpentan  2  one (methyl isobutyl ketone),Free,2914.13.00,
,,Other,Free,2914.19.00,
25,kg,Pinacolone (CAS 75  97  8),,,
90,kg,Other,,,
,,"Cyclanic, cyclenic or cycloterpenic ketones without other oxygen function:",,2914.2,
24,kg,Cyclohexanone and methylcyclohexanones,Free,2914.22.00,
