"Chapter","Page","Item","Description","Unit","Custom Fee","VAT","Product Type","Agreement details"
"2","7","""0210200000""","Bovine meat, cured (Kilogram)","Ton Net","30%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","7","""0210910010""","Flour chops and powders, of prime animal meat","Ton Net","30%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","7","""0210910050""","Flour and edible powders from the viscera or limbs of the main animals.","Ton Net","30%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","8","""0210910090""","Meat & edible meat offal, cured, and flours & meals, of primates","Ton Net","30%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","8","""0210920010""","Edible flours and meals of meat offal of whales , dolphins and porpoises ( mammals of the order cetacea ) , of manatees and dugongs ( mammals of the order sirenia )","Ton Net","30%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","8","""0210920050""","Edible flours and meals of powels / offal of whales , dolphins and porpoises ( mammals of the order cetacea ) , of manatees and dugongs ( mammals of the order sirenia )","Ton Net","30%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","8","""0210920090""","Meat & edbl Meat offal,sa/in brine/dr/smoked, flours & meals,of whales,seals,etc","Ton Net","30%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","8","""0210930010""","flours & meals,of reptiles meat,incl snake,turtle","Ton Net","30%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","8","""0210930050""","flours & meals,of reptiles powels ,incl snake,turtle","Ton Net","30%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","8","""0210930090""","Meat and offal of reptiles [including snakes and sea turtles] edible, salted or in brine, Oumajvvh or chimney.","Ton Net","30%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"2","8","""0210990010""","Flour and edible powder of other animal meat","Ton Net","20%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"2","8","""0210990050""","Edible flour and powders from the viscera or limbs of other animals","Ton Net","20%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"2","8","""0210990090""","Meat and viscera, edible animals, salted or in brine, dried or smoked water.","Ton Net","20%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"3","1","""0301110000""","Ornamental fish, freshwater, live (N/A)","Kg Net","30%","VAT...0%","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"3","1","""0301190000""","Ornamental fish, other than freshwater, live (N/A)","Kg Net","30%","VAT...0%","Investment goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"3","1","""0301910000""","Salmo trutta, Oncorhynchus mykiss, Oncorhynchus ) clarki,Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus      (apache and Oncorhynchus chrysogaster , Live","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 25% reduction per year since the entry into force of the Convention."
"3","1","""0301920000""","Eels, live","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"3","1","""0301930000""","Carp, live, o/t ornamental","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"3","1","""0301940000""","Atlantic and Pacific bluefin tunas, live","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"3","1","""0301950000""","Southern bluefin tunas (Thunnus maccoyii), live","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"3","1","""0301990000""","Fish, live, nes","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"3","1","""0302110000""","Trout, fresh or chilled, excluding heading No 03.04, livers and roes","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"3","1","""0302130000""","(Oncorhynchus nerka, Oncorhynchus gorbuscha) Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus (kisutch, Oncorhynchus masou and Oncorhynchus, shodu sus), with the exception of livers, eggs and reminders, fresh or chilled.","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"3","2","""0302140000""","Salmon salar and Salmon Danube (Hucho hucho), with the exception of livers, eggs and reminders, fresh or chilled.","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"3","2","""0302190000""","Salmonidae,nes,fresh/chilled,o/t fish of No 03.04,o/t offal Nos 0302.91","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"3","2","""0302210000""","Fish Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis), excluding livers and eggs reminder glands, fresh or chilled, excluding fish fillets and other fish meat mentioned in item 000 403","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"3","2","""0302220000""","Plaice, fresh/chilled,o/t fish of No 03.04,o/t fish offal of Nos 0302.91","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: Immediate exemption since the entry into force of the Convention."
"3","2","""0302230000""","Sole, fresh/chilled, o/t fish of No 03.04, o/t fish offal of Nos 0302.91","Kg Net","5%","VAT...0% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
